269	22
270	22
271	169
271	170
272	142
273	76
274	142
275	142
276	136
276	142
277	121
278	121
279	150
279	158
280	136
280	150
281	117
281	136
281	150
282	117
282	136
282	150
283	136
283	142
284	121
285	22
286	142
287	136
287	142
288	22
289	22
290	22
291	136
291	142
292	121
293	136
293	142
294	136
294	141
295	136
295	141
296	128
297	128
298	76
299	136
299	142
300	136
301	121
302	136
302	142
303	76
304	136
304	142
305	136
305	142
306	136
306	142
307	136
307	142
308	11
308	131
309	77
310	136
311	136
312	35
313	121
313	136
313	147
314	35
315	121
315	136
315	147
316	136
316	142
317	142
318	20
318	35
319	136
319	142
320	136
320	142
321	136
321	142
322	22
323	141
324	141
325	128
326	141
327	22
327	136
327	141
328	128
329	128
330	128
331	121
332	136
332	142
333	121
334	136
334	142
335	121
336	121
337	76
338	132
339	136
339	142
340	167
340	172
341	68
342	68
343	170
344	136
344	142
345	136
345	142
346	121
347	35
348	68
349	68
350	121
351	76
352	136
352	142
353	121
354	167
354	168
354	169
354	172
355	76
356	167
356	172
357	121
358	136
358	142
359	172
360	136
360	142
361	29
361	31
362	121
363	121
364	121
365	35
366	136
367	121
367	136
367	147
368	128
369	128
370	128
371	128
372	128
373	128
374	170
375	35
376	121
377	121
378	121
379	11
379	131
380	121
381	121
382	35
383	35
384	121
385	121
386	121
387	22
388	35
389	22
389	104
389	136
390	95
390	117
390	136
390	150
391	68
392	121
393	121
394	121
395	121
396	121
397	68
398	121
399	121
400	121
401	121
402	121
403	121
404	132
405	121
406	121
407	121
408	121
409	121
410	121
411	121
412	136
412	141
413	121
414	115
415	35
416	150
417	89
418	121
419	117
419	60
420	35
421	84
421	166
422	121
423	81
424	42
425	121
426	133
427	35
428	35
428	121
428	117
429	7
429	45
429	136
429	150
430	150
431	35
432	52
433	35
434	35
435	141
436	20
436	68
436	113
436	35
437	136
438	92
439	68
439	105
439	118
439	119
439	59
440	68
441	121
442	109
443	22
444	48
444	22
444	100
445	35
446	153
446	121
446	22
446	100
446	136
447	89
448	17
449	121
450	150
451	22
451	121
451	128
451	172
452	68
452	170
453	59
454	68
455	121
455	136
455	170
456	121
456	136
456	170
457	35
458	89
458	88
459	114
460	35
461	141
462	35
463	62
463	68
463	95
463	121
464	153
465	121
465	68
465	59
465	106
465	29
465	31
465	136
466	48
466	100
467	22
467	44
468	98
468	150
469	29
469	31
470	48
471	35
472	32
473	121
473	29
473	31
473	136
474	121
475	109
476	169
476	170
477	110
477	100
478	35
479	3
479	121
480	35
481	121
482	121
483	116
484	121
485	136
485	68
486	68
487	76
487	154
488	141
489	35
490	52
491	52
492	35
493	68
494	6
494	18
494	78
494	111
494	121
494	125
494	132
495	68
496	89
497	35
498	136
499	121
500	136
500	141
501	35
502	20
503	32
504	121
504	136
504	146
505	136
505	65
505	121
505	146
505	35
505	37
505	39
506	89
507	128
508	121
509	35
510	132
511	35
512	76
513	35
514	35
515	35
516	121
516	65
516	136
516	141
516	150
517	165
518	150
518	157
519	148
519	150
519	157
520	11
520	131
520	77
521	122
521	11
521	131
521	77
522	165
523	121
524	136
524	68
524	121
525	121
526	89
527	123
528	136
529	35
530	109
531	35
532	35
533	68
533	121
533	136
534	30
534	68
534	97
534	121
534	136
534	141
535	150
536	8
536	150
536	158
537	150
538	43
538	121
538	128
538	136
538	68
538	150
539	35
540	35
540	68
540	136
541	35
541	68
541	136
542	29
542	31
542	121
542	58
543	58
544	121
544	141
544	12
545	136
546	121
547	68
548	48
548	153
548	100
549	153
550	100
550	136
551	162
551	48
551	153
551	68
552	25
553	48
554	68
554	136
555	48
555	153
556	121
556	41
556	68
557	76
557	22
557	100
557	95
557	117
557	136
557	150
558	48
558	68
559	68
559	136
559	100
560	68
561	68
561	121
562	25
563	22
563	153
563	3
563	100
564	153
565	48
565	100
566	68
566	153
566	100
566	136
567	136
567	68
567	121
568	68
569	154
570	68
570	121
570	153
570	146
570	105
570	118
570	119
570	32
571	29
571	31
572	68
572	136
573	68
573	136
573	154
574	153
575	48
575	100
576	153
576	22
577	21
578	68
579	35
580	136
581	136
582	136
582	141
583	68
583	136
583	16
584	68
584	34
584	22
585	150
585	35
586	136
586	150
587	35
588	68
588	121
588	136
589	121
590	68
591	150
591	121
591	146
592	150
593	35
594	87
595	167
595	172
595	29
595	31
595	169
595	170
596	121
596	35
597	121
598	76
599	22
599	121
599	76
599	68
599	146
599	105
599	118
599	119
599	136
599	109
600	68
601	35
601	121
602	142
603	136
604	51
605	136
606	134
606	106
607	20
607	68
607	113
608	136
609	136
610	59
610	134
610	116
611	35
612	75
613	59
613	68
614	35
614	150
615	121
615	68
615	150
616	48
616	121
616	153
616	154
616	68
616	69
616	100
617	35
618	121
619	68
620	109
621	68
622	136
623	35
623	160
624	30
624	68
624	97
624	121
624	136
624	141
625	121
626	68
626	56
626	121
626	136
626	167
627	68
628	115
629	115
630	121
631	121
632	148
632	150
632	157
633	148
633	150
633	157
634	121
634	29
634	31
634	68
634	170
634	171
634	172
634	150
634	117
634	132
634	10
634	44
634	61
634	63
634	96
634	124
634	127
634	35
635	121
636	95
636	121
637	136
637	153
637	48
638	121
639	121
640	71
641	68
641	106
642	121
643	121
644	136
645	136
645	142
646	142
647	83
648	68
649	142
650	136
650	141
651	66
652	150
653	107
654	136
655	88
656	136
657	136
657	142
658	136
659	136
659	142
660	136
660	142
661	136
661	142
662	136
663	116
664	121
665	89
666	121
667	68
668	121
668	141
669	121
669	141
670	68
671	14
672	76
673	35
673	42
674	35
674	42
675	121
676	136
676	142
677	136
677	142
678	35
679	121
679	8
679	150
679	158
680	8
680	150
680	158
681	136
682	136
683	121
684	101
684	153
684	100
685	32
686	89
687	57
688	136
688	141
689	58
690	58
691	58
692	121
693	121
694	121
695	35
696	121
696	8
696	150
696	158
697	136
698	59
699	3
699	49
699	95
699	136
699	141
700	121
701	8
701	150
701	158
702	3
702	68
702	95
702	121
702	128
703	3
703	68
703	95
703	121
703	128
704	142
705	136
705	33
706	142
707	121
708	89
709	121
709	68
709	136
710	59
710	68
710	121
711	142
711	120
712	142
713	136
713	142
714	136
714	142
715	142
715	136
716	150
717	35
718	89
719	136
720	136
720	68
721	136
721	141
722	150
722	121
722	146
723	89
724	22
725	89
726	76
727	121
728	58
729	58
730	35
731	35
731	58
732	136
732	141
732	29
732	31
732	35
732	58
732	150
732	10
732	44
732	61
732	63
732	96
732	124
732	127
732	132
732	153
733	68
733	136
734	68
734	121
735	68
735	76
736	150
737	59
737	68
737	116
738	121
739	121
739	29
739	31
739	68
740	121
741	29
741	31
742	22
743	109
744	132
745	136
746	121
746	65
746	136
746	141
746	150
747	136
748	22
748	100
748	79
749	35
750	121
750	136
750	68
751	34
752	141
753	35
753	40
753	136
753	29
753	31
753	36
753	42
753	141
754	68
754	154
755	136
755	142
756	95
757	121
758	121
758	136
758	68
759	35
760	68
761	170
762	170
763	76
764	48
765	48
766	35
767	35
768	35
769	89
770	35
771	68
772	68
772	59
773	121
773	146
774	136
775	121
776	121
776	128
776	141
777	150
777	121
778	68
779	128
780	128
781	128
782	128
783	128
784	121
785	68
785	129
785	162
785	163
785	136
786	68
786	121
787	148
787	149
787	150
787	156
787	157
787	159
788	121
789	148
789	150
789	157
790	58
790	136
790	68
790	150
791	121
792	68
793	58
794	58
795	84
796	121
797	154
798	76
799	70
799	26
800	59
800	68
800	22
801	136
802	121
802	148
803	22
804	34
805	8
805	150
805	158
806	121
806	169
807	121
807	169
808	170
809	146
810	68
811	35
812	35
813	35
814	29
814	121
814	136
814	137
814	138
814	139
814	140
814	141
815	136
816	136
817	136
818	141
819	121
820	68
820	170
821	136
822	68
822	170
822	173
822	136
823	153
824	35
825	68
826	65
826	121
826	136
826	141
826	150
827	35
827	37
827	38
827	40
827	42
828	35
828	37
829	35
830	121
830	136
830	141
831	121
831	136
831	141
832	150
833	35
833	141
833	136
834	136
835	121
836	150
837	121
838	135
839	84
840	3
840	29
840	68
840	95
840	121
840	128
840	136
841	32
842	32
843	32
844	35
845	150
846	68
846	136
846	22
847	68
848	89
848	88
849	121
850	121
851	68
851	29
851	31
851	121
851	112
851	5
851	167
851	168
852	121
853	121
853	168
854	168
855	121
855	169
856	121
857	121
857	136
858	136
859	68
860	121
861	35
862	35
863	68
864	136
865	76
866	109
867	35
868	35
869	136
870	170
871	121
872	35
873	35
874	76
875	150
876	42
877	68
877	170
877	136
878	68
878	59
879	68
880	150
881	32
882	35
883	121
883	136
883	170
884	121
885	150
886	35
887	68
888	121
889	142
890	136
890	142
891	35
892	16
892	35
892	73
893	89
893	82
894	123
895	136
895	139
895	143
895	144
895	145
896	22
896	68
897	29
897	31
898	150
898	158
899	8
899	150
899	158
900	20
900	68
900	113
901	136
902	76
902	146
903	121
904	121
905	121
906	121
907	121
908	121
909	121
910	20
910	68
910	113
910	149
910	150
910	155
910	35
911	20
911	68
911	113
911	3
911	35
912	59
912	136
913	121
913	141
914	121
914	141
915	121
916	150
917	150
918	32
919	121
920	32
921	32
922	32
923	141
923	72
923	136
923	32
923	121
923	12
923	3
923	33
923	35
924	121
925	76
926	89
926	88
927	35
928	142
929	22
930	120
931	136
932	136
933	136
933	142
934	22
934	121
934	128
934	136
934	172
935	136
935	142
936	68
937	68
938	150
938	151
938	152
938	156
938	157
938	159
939	121
939	136
940	150
940	157
941	150
941	157
942	169
943	52
943	65
943	99
943	136
944	150
944	121
945	121
946	114
947	121
948	150
949	10
949	121
950	155
951	121
951	68
951	41
952	121
953	121
954	59
955	121
956	136
957	35
958	68
959	65
959	121
959	136
959	141
959	150
960	121
961	32
962	153
962	136
963	48
963	80
963	47
963	115
964	48
964	68
964	153
965	121
966	35
967	35
968	68
968	136
968	59
968	116
969	3
970	35
971	76
971	146
971	106
971	35
972	150
973	150
974	150
975	150
976	22
977	22
978	136
979	136
980	136
981	121
981	68
981	95
981	117
981	118
981	132
981	169
982	121
983	136
984	100
984	121
984	136
985	100
985	121
985	136
986	100
986	121
986	136
987	100
987	121
987	136
988	65
988	121
988	136
988	141
988	150
989	65
989	121
989	136
989	141
989	150
990	65
990	121
990	136
990	141
990	150
991	65
991	121
991	136
991	141
991	150
992	150
993	29
993	31
994	3
994	121
995	121
996	121
997	121
998	121
999	121
1000	121
1001	121
1002	121
1003	121
1004	121
1005	65
1005	121
1005	136
1005	141
1005	150
1006	115
1007	121
1008	121
1009	121
1010	121
1011	29
1011	31
1012	115
1013	65
1013	121
1013	136
1013	141
1014	167
1014	168
1014	172
1015	121
1015	132
1016	132
1017	121
1017	132
1018	121
1018	132
1019	132
1020	132
1021	35
1022	35
1023	35
1024	35
1025	136
1026	136
1026	33
1027	136
1028	49
1028	50
1028	108
1028	116
1028	136
1028	155
1029	34
1030	153
1031	136
1032	68
1032	150
1033	68
1033	170
1033	121
1034	68
1034	170
1034	173
1035	121
1036	121
1037	88
1038	68
1038	170
1039	68
1039	170
1039	173
1040	68
1040	59
1041	35
1042	121
1043	59
1043	68
1044	89
1045	136
1046	121
1047	121
1048	52
1048	164
1049	100
1049	136
1049	141
1049	121
1050	54
1051	46
1052	68
1053	68
1054	136
1054	142
1055	132
1056	68
1056	170
1057	121
1057	146
1058	121
1059	146
1060	136
1060	141
1061	121
1062	22
1062	68
1062	121
1062	3
1062	95
1062	136
1062	150
1063	136
1064	121
1065	35
1066	136
1066	142
1067	65
1067	121
1067	136
1067	141
1067	150
1068	68
1069	132
1070	65
1070	121
1070	136
1070	141
1070	150
1071	76
1071	146
1072	32
1073	32
1074	136
1074	108
1075	121
1076	121
1077	121
1078	136
1079	22
1080	136
1080	142
1081	173
1082	136
1083	92
1084	35
1084	36
1084	37
1084	39
1085	153
1085	48
1085	136
1086	115
1087	35
1088	121
1088	136
1089	68
1089	59
1089	116
1090	136
1091	150
1092	136
1093	91
1094	68
1094	121
1095	68
1095	121
1096	68
1096	95
1097	22
1098	121
1099	29
1099	31
1100	121
1101	121
1102	121
1103	163
1104	2
1104	79
1104	103
1105	68
1105	121
1106	136
1106	76
1107	121
1108	84
1109	35
1109	121
1109	136
1110	35
1110	121
1110	136
1111	35
1111	121
1111	136
1112	35
1112	121
1112	136
1113	35
1113	121
1113	136
1114	35
1114	121
1114	136
1115	20
1115	22
1115	1
1115	2
1115	121
1116	100
1117	121
1117	136
1118	170
1119	35
1120	136
1120	10
1120	121
1121	35
1122	29
1122	100
1122	121
1123	52
1124	68
1124	95
1124	117
1124	118
1124	132
1125	35
1126	132
1127	68
1127	102
1127	48
1127	136
1128	68
1128	121
1128	136
1129	35
1130	68
1130	136
1131	136
1132	68
1133	136
1133	142
1134	136
1135	115
1136	121
1137	136
1138	121
1139	153
1139	100
1139	121
1140	121
1140	41
1141	48
1142	48
1143	121
1144	150
1144	66
1144	68
1144	116
1144	121
1144	136
1145	35
1146	117
1147	3
1147	35
1147	136
1147	142
1148	146
1149	146
1150	35
1151	136
1152	130
1153	121
1154	136
1154	141
1155	150
1156	35
1157	65
1157	121
1157	136
1157	141
1157	150
1158	136
1159	121
1160	150
1161	121
1162	136
1163	109
1164	114
1165	136
1165	141
1165	153
1166	167
1166	168
1166	169
1166	172
1167	35
1168	68
1168	170
1168	121
1169	136
1170	136
1171	114
1172	150
1173	132
1174	68
1174	59
1174	134
1175	136
1176	89
1177	18
1177	78
1177	111
1177	121
1177	125
1178	150
1179	136
1180	29
1180	31
1180	121
1180	68
1180	136
1181	68
1181	121
1182	150
1182	121
1182	146
1183	116
1184	32
1185	92
1185	53
1185	90
1186	68
1187	68
1188	141
1188	68
1188	136
1189	109
1190	89
1191	92
1192	89
1192	88
1193	32
1194	32
1195	32
1196	136
1196	141
1197	121
1197	10
1198	68
1199	68
1200	32
1201	141
1202	146
1203	34
1204	68
1204	170
1204	121
1205	150
1205	158
1206	150
1207	8
1207	150
1208	8
1208	150
1208	158
1209	150
1209	157
1210	136
1211	35
1211	60
1211	65
1211	95
1211	121
1212	136
1212	141
1213	89
1213	88
1214	8
1214	150
1215	68
1216	12
1217	121
1218	121
1219	150
1220	35
1221	150
1221	158
1222	121
1222	146
1223	65
1224	136
1225	121
1226	35
1226	121
1226	136
1226	141
1226	68
1227	121
1228	30
1228	68
1228	97
1228	121
1228	136
1228	141
1229	136
1230	136
1231	136
1232	83
1233	68
1234	153
1235	68
1235	170
1236	150
1237	150
1238	150
1239	121
1239	136
1239	146
1239	33
1240	150
1240	158
1241	121
1242	123
1242	34
1243	123
1244	9
1244	15
1244	68
1244	161
1245	23
1245	24
1245	27
1246	35
1247	121
1247	136
1248	169
1249	8
1249	150
1249	158
1250	121
1251	150
1252	109
1253	150
1254	89
1255	169
1256	68
1257	68
1257	136
1257	121
1258	136
1259	68
1259	74
1259	100
1260	34
1261	136
1262	35
1263	68
1263	28
1263	55
1264	68
1265	114
1266	114
1267	114
1268	68
1269	68
1270	68
1271	68
1272	114
1273	68
1274	68
1275	114
1276	68
1277	68
1278	121
1279	170
1280	136
1281	117
1281	121
1281	68
1282	8
1282	150
1282	158
1283	129
1283	68
1284	136
1285	136
1286	83
1287	35
1288	59
1289	121
1290	89
1291	35
1292	20
1292	68
1292	113
1292	126
1293	35
1294	121
1295	121
1295	136
1296	121
1297	59
1297	68
1298	68
1299	121
1300	35
1300	150
1301	35
1302	68
1303	35
1304	68
1304	150
1305	136
1306	68
1306	59
1306	136
1307	136
1308	64
1309	35
1310	89
1310	88
1311	68
1312	35
1313	35
1314	109
1314	68
1314	121
1314	59
1314	29
1314	31
1314	136
1314	146
1315	121
1316	35
1317	35
1317	36
1317	37
1317	39
1317	121
1317	136
1317	141
1318	35
1319	169
1319	170
1320	169
1320	170
1321	136
1322	136
1323	121
1324	150
1324	19
1324	68
1324	80
1324	109
1324	136
1325	65
1325	136
1326	65
1326	136
1327	146
1328	170
1329	65
1329	136
1330	65
1330	136
1331	65
1331	136
1332	65
1332	136
1333	76
1334	35
1334	37
1334	150
1335	35
1336	35
1337	121
1338	68
1339	68
1339	95
1339	117
1339	118
1339	132
1340	121
1341	68
1341	84
1342	68
1342	121
1342	170
1342	136
1343	35
1344	13
1344	136
1344	65
1344	66
1344	41
1344	137
1344	138
1344	139
1344	140
1344	141
1345	68
1346	10
1346	68
1347	121
1348	109
1349	85
1349	84
1349	86
1350	109
1351	66
1352	4
1353	68
1354	68
1355	121
1356	35
1357	65
1358	65
1359	35
1360	136
1361	35
1362	35
1363	89
1364	92
1364	93
1365	121
1366	89
1367	68
1368	121
1369	121
1370	68
1370	121
1370	136
1371	30
1371	68
1371	97
1371	121
1371	136
1371	141
1372	121
1373	35
